                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1947,                 4.2469,                 1.8466,                0.29706,                0.12989,                0.10905,                0.03744,                 2.5962,                  3.155,                 1.5497,              0.0006659,              0.0006659,              0.0006659
